creditscore,geography,gender,age,tenure,balance,numofproducts,numofproducts,isactivemember,estimatedsalary,exited
561,Spain,Female,28,3,0,2,2,No Credit Card,191387.76,Churned
662,France,Female,37,6,0,2,2,No Credit Card,51229.17,Churned
649,Germany,Female,50,5,155393.32,1,1,Has Credit Card,87351.42,Stayed
630,France,Female,36,2,110414.48,1,1,Has Credit Card,48984.95,Churned
672,Spain,Male,33,2,0,2,2,Has Credit Card,182738,Churned
636,Germany,Female,37,9,157098.52,1,1,Has Credit Card,153535.27,Churned
593,Germany,Female,38,5,85626.6,1,1,Has Credit Card,125079.65,Churned
545,Germany,Male,45,6,93796.42,2,2,Has Credit Card,162321.26,Churned
567,Spain,Female,41,1,0,2,2,No Credit Card,3414.72,Churned
583,France,Male,51,6,125268.03,2,2,No Credit Card,165082.25,Churned
681,France,Female,29,2,148143.84,1,1,Has Credit Card,52021.39,Churned
762,Spain,Male,29,10,115545.33,2,2,No Credit Card,148256.43,Churned
648,Spain,Male,35,7,0,2,2,No Credit Card,122899.01,Churned
644,France,Male,30,5,44928.88,1,1,Has Credit Card,10771.46,Churned
706,Spain,Male,29,2,0,2,2,Has Credit Card,18255.51,Churned
850,France,Male,35,3,162442.35,1,1,No Credit Card,183566.78,Churned
484,Spain,Female,39,5,0,2,2,Has Credit Card,175224.12,Churned
508,Germany,Male,28,0,96213.82,2,2,No Credit Card,147913.56,Churned
439,France,Female,29,6,156569.43,1,1,No Credit Card,180598.66,Churned
484,Spain,Male,36,8,0,2,2,No Credit Card,186136.48,Churned
803,Spain,Female,37,1,0,2,2,No Credit Card,7455.2,Churned
724,Germany,Female,48,6,110463.25,2,2,Has Credit Card,80552.11,Stayed
640,France,Male,33,7,154575.76,1,1,No Credit Card,25722.28,Stayed
701,Spain,Female,35,9,0,2,2,No Credit Card,170996.86,Churned
537,France,Male,37,3,0,2,2,Has Credit Card,20603.32,Churned
651,Germany,Male,26,5,147037.32,1,1,No Credit Card,141763.26,Churned
523,Germany,Male,41,0,119276.31,1,1,No Credit Card,122284.38,Stayed
717,France,Female,25,7,108664.85,2,2,No Credit Card,190011.85,Churned
593,Spain,Male,44,5,0,1,1,No Credit Card,128046.98,Churned
706,Germany,Male,38,5,163034.82,2,2,Has Credit Card,135662.17,Churned
714,Germany,Female,49,4,93059.34,1,1,No Credit Card,7571.51,Stayed
794,Spain,Male,38,9,179581.31,1,1,No Credit Card,23596.24,Churned
518,Germany,Male,46,4,113625.93,1,1,No Credit Card,92727.42,Stayed
589,Germany,Male,55,7,119961.48,1,1,No Credit Card,65156.83,Stayed
824,France,Male,45,3,129209.48,1,1,No Credit Card,60151.77,Churned
719,Germany,Female,42,5,137227.04,3,3,No Credit Card,149097.38,Stayed
617,Germany,Female,58,3,119024.75,2,2,No Credit Card,35199.24,Stayed
651,France,Male,35,7,74623.5,3,3,No Credit Card,129451.29,Stayed
637,Spain,Female,45,2,157929.45,1,1,Has Credit Card,145134.49,Stayed
554,France,Female,26,7,92606.86,2,2,No Credit Card,192709.69,Churned
731,Germany,Male,35,2,127862.93,2,2,No Credit Card,139083.7,Churned
569,Spain,Female,42,1,0,1,1,Has Credit Card,83629.6,Stayed
625,Germany,Female,37,4,142711.81,1,1,No Credit Card,35625.41,Churned
592,France,Female,38,4,0,2,2,No Credit Card,35338.96,Churned
669,France,Male,43,1,163159.85,1,1,Has Credit Card,15602.8,Churned
663,Germany,Male,32,3,108586.86,1,1,Has Credit Card,182355.21,Churned
518,Germany,Female,41,5,110624.99,1,1,No Credit Card,89327.67,Churned
686,Germany,Female,43,5,154846.24,2,2,Has Credit Card,151903.6,Churned
571,France,Female,33,9,0,2,2,Has Credit Card,77519.62,Churned
707,France,Female,31,2,82787.93,2,2,No Credit Card,91423.69,Churned
701,Germany,Male,32,5,102500.34,1,1,No Credit Card,106287.77,Churned
672,France,Male,34,9,0,2,2,No Credit Card,161800.77,Churned
620,Germany,Male,39,9,159492.79,1,1,No Credit Card,80582.34,Stayed
557,Spain,Male,48,10,0,2,2,Has Credit Card,185094.48,Churned
648,Spain,Female,54,7,118241.02,1,1,No Credit Card,172586.89,Stayed
479,France,Female,35,2,113090.4,1,1,No Credit Card,195649.79,Churned
730,France,Female,22,9,65763.57,1,1,Has Credit Card,145792.01,Churned
737,Germany,Female,43,1,125537.38,1,1,No Credit Card,138510.01,Stayed
616,France,Male,31,3,94263.91,2,2,No Credit Card,168895.06,Churned
639,Spain,Male,29,4,133434.57,2,2,No Credit Card,97983.44,Churned
815,Spain,Female,39,6,0,1,1,Has Credit Card,85167.88,Churned
786,Spain,Male,31,9,0,2,2,Has Credit Card,18210.36,Churned
549,France,Male,50,9,94748.76,2,2,Has Credit Card,13608.18,Churned
622,France,Female,38,4,98640.74,1,1,Has Credit Card,110457.99,Churned
624,France,Male,26,9,74681.9,2,2,No Credit Card,31231.35,Churned
841,France,Male,34,4,0,2,2,No Credit Card,141582.66,Churned
614,Spain,Female,41,7,179915.85,1,1,No Credit Card,14666.35,Stayed
676,France,Male,30,1,128207.23,1,1,Has Credit Card,55400.17,Churned
697,France,Male,42,9,132739.26,2,2,No Credit Card,174667.65,Churned
732,France,Female,40,10,0,2,2,No Credit Card,154189.08,Churned
623,France,Male,27,4,120509.81,1,1,No Credit Card,142170.44,Churned
541,France,Male,46,4,124547.13,2,2,No Credit Card,94499.06,Churned
773,Spain,Female,39,4,0,2,2,Has Credit Card,182081.45,Churned
762,Germany,Male,34,4,88815.56,2,2,No Credit Card,68562.26,Stayed
655,Spain,Female,35,1,82231.51,2,2,No Credit Card,88798.02,Churned
602,Germany,Male,32,7,184715.86,2,2,No Credit Card,113781.99,Churned
850,France,Male,31,3,0,2,2,No Credit Card,121866.87,Churned
649,Spain,Male,51,4,0,1,1,Has Credit Card,150390.57,Churned
850,Germany,Male,28,4,147972.19,1,1,No Credit Card,60708.72,Stayed
543,France,Male,43,9,0,2,2,Has Credit Card,78858.07,Churned
672,France,Male,52,8,170008.84,1,1,No Credit Card,56407.42,Stayed
600,France,Female,27,3,0,2,2,Has Credit Card,125698.97,Churned
671,Spain,Female,34,10,0,1,1,No Credit Card,23235.38,Churned
706,Spain,Female,42,8,95386.82,1,1,Has Credit Card,75732.25,Churned
541,Germany,Male,51,7,90373.28,2,2,No Credit Card,179861.79,Churned
711,Germany,Male,34,4,133467.77,2,2,Has Credit Card,42976.64,Churned
630,Spain,Male,30,3,0,2,2,Has Credit Card,10486.69,Churned
531,France,Male,31,3,96288.26,1,1,No Credit Card,56794.73,Churned
641,France,Female,26,4,91547.84,2,2,Has Credit Card,28157.34,Churned
631,Germany,Male,37,8,138292.64,2,2,No Credit Card,152422.91,Stayed
685,France,Male,35,9,0,1,1,No Credit Card,167033.83,Churned
702,Spain,Male,32,8,71667.74,1,1,Has Credit Card,126082.18,Churned
708,Germany,Female,43,0,118994.84,1,1,No Credit Card,181499.77,Stayed
653,Spain,Male,55,7,0,2,2,Has Credit Card,41967.03,Churned
654,Germany,Male,37,2,145610.07,2,2,No Credit Card,186300.59,Churned
596,France,Female,33,1,138162.81,1,1,No Credit Card,85412.54,Churned
549,Germany,Female,31,9,135020.21,2,2,Has Credit Card,23343.18,Churned
754,France,Male,38,2,0,2,2,No Credit Card,180698.32,Churned
815,Germany,Female,25,8,135161.67,1,1,Has Credit Card,136071.05,Churned
556,France,Female,52,9,0,1,1,No Credit Card,175149.2,Stayed
706,France,Male,32,6,94486.47,1,1,Has Credit Card,146949.74,Churned
850,France,Male,46,9,117640.39,1,1,No Credit Card,88920.68,Churned
732,Spain,Female,33,8,111379.55,1,1,Has Credit Card,45098.62,Churned
614,France,Male,40,6,0,1,1,Has Credit Card,20339.79,Stayed
580,Spain,Female,57,0,136820.99,1,1,Has Credit Card,108528.74,Churned
593,France,Female,46,7,98752.51,1,1,No Credit Card,145560.38,Churned
653,Germany,Female,25,2,158266.42,3,3,Has Credit Card,199357.24,Churned
746,France,Female,29,4,105599.67,1,1,Has Credit Card,43106.17,Churned
662,France,Female,29,10,0,2,2,No Credit Card,137508.31,Churned
573,France,Male,31,2,0,2,2,Has Credit Card,91957.39,Churned
684,Spain,Female,39,4,139723.9,1,1,Has Credit Card,120612.11,Churned
793,France,Female,41,3,141806.46,1,1,No Credit Card,102921.17,Churned
798,Germany,Female,49,5,132571.67,1,1,Has Credit Card,31686.33,Stayed
524,France,Male,40,2,180516.9,1,1,No Credit Card,180002.42,Churned
816,France,Male,31,8,0,2,2,Has Credit Card,28407.4,Churned
742,Germany,Female,41,4,92805.72,1,1,Has Credit Card,73743.95,Stayed
540,France,Male,22,4,0,3,3,Has Credit Card,186233.26,Stayed
537,Germany,Male,39,3,135309.36,1,1,No Credit Card,31728.86,Stayed
759,Spain,Female,74,6,128917.84,1,1,Has Credit Card,48244.64,Churned
774,France,Female,52,2,56580.93,1,1,No Credit Card,113266.28,Stayed
608,Germany,Male,42,8,131390.75,2,2,No Credit Card,71178.09,Churned
704,Spain,Male,37,4,0,2,2,No Credit Card,25684.93,Churned
581,France,Male,41,8,0,2,2,No Credit Card,29737.14,Churned
628,Germany,Female,61,1,97361.66,1,1,Has Credit Card,149922.38,Stayed
566,France,Female,42,6,0,1,1,No Credit Card,180702.12,Stayed
701,Spain,Male,59,7,0,2,2,Has Credit Card,27597.59,Churned
735,Spain,Male,29,10,0,2,2,Has Credit Card,95025.27,Churned
680,France,Female,34,1,0,2,2,No Credit Card,167035.07,Churned
560,France,Male,57,0,0,2,2,Has Credit Card,116781.71,Churned
663,Germany,Female,29,4,102714.65,2,2,No Credit Card,21170.81,Churned
665,France,Female,34,5,67816.72,1,1,Has Credit Card,29641.58,Churned
758,France,Male,51,8,81710.46,1,1,Has Credit Card,116520.07,Churned
621,France,Male,26,2,75237.54,1,1,Has Credit Card,44220.4,Churned
764,Germany,Male,28,10,124023.18,1,1,No Credit Card,166188.28,Churned
537,Germany,Female,46,5,100727.5,1,1,Has Credit Card,140857.76,Stayed
589,France,Female,46,10,107238.85,2,2,No Credit Card,37024.28,Churned
555,France,Male,24,5,0,2,2,No Credit Card,27513.47,Churned
734,France,Female,29,0,139994.66,1,1,No Credit Card,17744.72,Churned
783,Spain,Female,59,9,126224.87,1,1,Has Credit Card,4423.63,Churned
678,Germany,Female,51,1,145751.03,1,1,No Credit Card,109718.44,Stayed
661,France,Male,47,5,0,1,1,Has Credit Card,107243.31,Stayed
607,Spain,Female,25,4,121166.89,1,1,Has Credit Card,115288.24,Churned
537,Spain,Female,38,1,0,2,2,Has Credit Card,41233.97,Churned
513,Spain,Male,88,10,0,2,2,Has Credit Card,52952.24,Churned
576,France,Male,63,9,70655.48,1,1,No Credit Card,78955.8,Stayed
660,Germany,Male,41,1,129901.21,1,1,No Credit Card,26025.6,Stayed
637,France,Male,40,8,125470.81,1,1,Has Credit Card,174536.17,Churned
672,France,Female,53,9,169406.33,4,4,Has Credit Card,147311.47,Stayed
629,France,Male,32,2,0,2,2,Has Credit Card,77965.44,Churned
583,Germany,Male,40,4,107041.3,1,1,Has Credit Card,5635.63,Churned
763,Spain,Female,32,10,95153.77,1,1,Has Credit Card,81310.1,Churned
516,Germany,Male,32,3,145166.09,2,2,No Credit Card,111421.45,Churned
617,France,Female,27,4,0,2,2,No Credit Card,190269.21,Churned
700,France,Male,38,9,65962.63,1,1,Has Credit Card,100950.48,Churned
727,Germany,Male,36,6,140418.81,1,1,Has Credit Card,113033.73,Stayed
689,Spain,Female,31,3,139799.63,1,1,Has Credit Card,120663.57,Churned
626,Germany,Male,49,9,171787.84,2,2,No Credit Card,187192.23,Churned
686,France,Male,38,6,149238.97,1,1,Has Credit Card,97825.23,Churned
351,Germany,Female,57,4,163146.46,1,1,No Credit Card,169621.69,Stayed
739,France,Female,37,8,0,2,2,No Credit Card,191557.1,Stayed
627,France,Male,32,10,0,2,2,No Credit Card,103287.62,Churned
451,Germany,Female,38,9,61482.47,1,1,Has Credit Card,167538.66,Churned
512,France,Female,41,8,145150.28,1,1,No Credit Card,64869.32,Stayed
774,France,Female,41,5,126670.37,1,1,No Credit Card,102426.06,Churned
652,France,Female,40,8,84390.8,2,2,Has Credit Card,107876.2,Churned
638,Germany,Male,37,2,89728.86,2,2,Has Credit Card,37294.88,Churned
475,France,Female,57,1,0,2,2,No Credit Card,89248.99,Churned
567,Spain,Male,40,4,118628.8,1,1,No Credit Card,91973.63,Churned
750,France,Male,37,3,0,2,2,No Credit Card,16870.2,Churned
850,France,Male,39,6,96863.13,1,1,Has Credit Card,121681.19,Churned
753,France,Female,38,6,142263.45,1,1,Has Credit Card,33730.43,Churned
683,Spain,Female,36,7,0,2,2,No Credit Card,104786.59,Churned
710,France,Female,32,3,0,1,1,No Credit Card,94790.34,Churned
645,Spain,Female,21,1,0,2,2,No Credit Card,28726.07,Churned
714,France,Male,28,6,122724.37,1,1,Has Credit Card,67057.27,Churned
696,Germany,Female,35,4,174902.26,1,1,No Credit Card,69079.85,Churned
612,Spain,Female,26,4,0,2,2,Has Credit Card,179780.74,Churned
520,Germany,Female,31,3,108914.17,1,1,Has Credit Card,183572.39,Stayed
782,Spain,Male,23,10,98052.66,1,1,Has Credit Card,142587.32,Churned
666,France,Male,46,5,123873.19,1,1,Has Credit Card,177844.06,Churned
466,Germany,Female,56,2,111920.13,3,3,No Credit Card,197634.11,Stayed
567,France,Female,45,4,0,2,2,Has Credit Card,121053.19,Churned
613,France,Male,20,3,0,2,2,Has Credit Card,149613.77,Churned
614,France,Female,37,8,75150.34,4,4,Has Credit Card,131766.67,Stayed
711,France,Male,38,10,0,2,2,No Credit Card,53311.78,Churned
691,Germany,Female,38,5,114753.76,1,1,No Credit Card,107665.02,Churned
527,France,Male,32,0,0,1,1,No Credit Card,109523.88,Churned
476,France,Female,32,6,111871.93,1,1,No Credit Card,112132.86,Churned
619,Spain,Female,45,0,0,2,2,No Credit Card,113645.4,Churned
607,Germany,Female,37,4,135927.06,1,1,No Credit Card,180890.4,Churned
695,Spain,Male,44,8,0,2,2,Has Credit Card,70974.13,Churned
653,France,Male,33,1,0,2,2,No Credit Card,53379.52,Churned
677,France,Male,46,2,57037.74,1,1,Has Credit Card,158531.01,Churned
655,France,Female,50,10,0,4,4,No Credit Card,179267.94,Stayed
625,France,Female,52,2,79468.96,1,1,Has Credit Card,84606.03,Churned
679,Germany,Female,34,7,121063.85,1,1,No Credit Card,56984.58,Churned
734,France,Male,51,1,118537.47,1,1,Has Credit Card,116912.45,Churned
666,France,Male,39,10,0,2,2,No Credit Card,102999.33,Churned
592,Germany,Female,26,4,105082.07,2,2,No Credit Card,132801.57,Churned
564,France,Male,40,4,0,1,1,No Credit Card,85455.62,Stayed
814,France,Female,36,6,0,2,2,Has Credit Card,98657.01,Churned
592,Germany,Male,36,2,104702.65,2,2,No Credit Card,107948.72,Churned
758,France,Female,50,2,95813.76,3,3,Has Credit Card,67944.09,Stayed
612,Spain,Female,62,0,167026.61,2,2,Has Credit Card,192892.05,Churned
498,Germany,Male,61,7,102453.26,1,1,No Credit Card,187247.56,Stayed
638,Germany,Male,25,4,148045.45,2,2,Has Credit Card,114722.42,Churned
558,France,Male,35,1,0,2,2,No Credit Card,111687.57,Churned
756,France,Female,24,1,0,2,2,No Credit Card,184182.25,Churned
782,Spain,Male,52,4,0,1,1,Has Credit Card,52759.82,Stayed
505,France,Male,34,10,104498.79,1,1,Has Credit Card,126451.14,Churned
671,Spain,Female,29,6,0,2,2,No Credit Card,12048.67,Churned
801,France,Male,42,6,0,2,2,Has Credit Card,95804.33,Churned
604,France,Male,26,8,149542.52,2,2,Has Credit Card,197911.52,Churned
716,France,Female,29,10,87946.39,1,1,Has Credit Card,182531.74,Churned
624,France,Female,45,3,68639.57,1,1,No Credit Card,168002.31,Stayed
607,Germany,Male,47,4,148826.32,1,1,Has Credit Card,79450.61,Churned
827,France,Female,60,2,0,2,2,Has Credit Card,60615.83,Churned
606,France,Male,61,5,108166.09,2,2,Has Credit Card,8643.21,Churned
717,Germany,Female,35,5,103214.71,1,1,No Credit Card,172172.7,Churned
651,Germany,Male,40,1,134760.21,2,2,No Credit Card,174434.06,Stayed
691,France,Male,58,3,0,1,1,Has Credit Card,194930.3,Stayed
573,France,Female,33,0,90124.64,1,1,No Credit Card,137476.71,Churned
723,Spain,Male,38,6,0,2,2,Has Credit Card,94415.6,Churned
584,Germany,Female,46,6,87361.02,2,2,No Credit Card,120376.87,Stayed
550,Germany,Female,45,8,111257.59,1,1,No Credit Card,97623.42,Stayed
611,France,Female,61,3,131583.59,4,4,Has Credit Card,66238.23,Stayed
549,Germany,Male,41,9,95020.8,3,3,Has Credit Card,131710.59,Stayed
850,Spain,Female,24,1,0,2,2,Has Credit Card,69052.87,Churned
668,Germany,Male,34,5,80242.37,2,2,No Credit Card,56780.97,Churned
686,France,Female,43,0,0,1,1,Has Credit Card,170072.9,Churned
660,France,Male,50,1,0,3,3,Has Credit Card,191849.15,Stayed
682,Spain,Female,59,0,122661.39,1,1,Has Credit Card,84803.76,Churned
524,France,Male,50,4,0,2,2,Has Credit Card,31840.59,Stayed
645,France,Female,36,8,0,2,2,Has Credit Card,12096.61,Stayed
850,France,Male,42,0,0,2,2,No Credit Card,44165.84,Churned
537,France,Female,53,3,0,1,1,Has Credit Card,91406.62,Churned
599,Spain,Female,46,7,81742.84,2,2,No Credit Card,83282.21,Churned
727,Spain,Male,71,8,0,1,1,Has Credit Card,198446.91,Stayed
756,Spain,Male,30,2,145127.85,1,1,No Credit Card,7554.68,Churned
755,France,Male,38,9,148912.44,1,1,No Credit Card,80416.16,Churned
634,Spain,Female,41,4,0,2,2,Has Credit Card,164549.74,Churned
837,France,Male,26,4,89900.24,2,2,No Credit Card,175477.03,Churned
727,Germany,Female,30,8,119027.28,2,2,Has Credit Card,137903.54,Churned
567,Germany,Female,40,2,105222.86,2,2,No Credit Card,93795.86,Churned
650,Spain,Female,30,6,0,1,1,No Credit Card,67997.13,Stayed
655,Spain,Male,34,1,116114.93,1,1,Has Credit Card,49492.15,Churned
763,France,Female,58,9,187911.55,1,1,Has Credit Card,35825.18,Churned
843,France,Female,27,5,0,2,2,Has Credit Card,67494.23,Churned
667,France,Female,38,6,144432.04,1,1,Has Credit Card,73963.17,Stayed
705,France,Female,50,4,77065.9,2,2,Has Credit Card,145159.26,Churned
660,Germany,Female,29,6,180520.29,1,1,Has Credit Card,123850.58,Churned
553,France,Male,42,1,0,2,2,No Credit Card,23822.04,Churned
612,Germany,Female,47,6,130024.87,1,1,Has Credit Card,45750.21,Stayed
641,Germany,Female,40,2,110086.69,1,1,No Credit Card,159773.14,Churned
513,Spain,Female,31,5,174853.46,1,1,No Credit Card,84238.63,Churned
680,France,Male,44,7,108724.98,1,1,Has Credit Card,72330.46,Churned
711,France,Male,58,9,91285.13,2,2,Has Credit Card,26767.85,Churned
689,Spain,Male,40,2,0,2,2,Has Credit Card,164768.82,Churned
551,Germany,Male,54,5,102994.04,1,1,No Credit Card,176680.16,Stayed
645,Spain,Male,36,4,59893.85,2,2,No Credit Card,43999.64,Churned
616,Germany,Male,29,8,149318.55,1,1,No Credit Card,140746.13,Churned
582,France,Female,32,1,116409.55,1,1,Has Credit Card,152790.92,Churned
365,Germany,Male,30,0,127760.07,1,1,No Credit Card,81537.85,Stayed
697,Germany,Female,38,6,132591.36,1,1,Has Credit Card,7387.8,Stayed
704,France,Male,31,0,0,2,2,No Credit Card,183038.33,Churned
656,France,Female,46,5,113402.14,2,2,Has Credit Card,138849.06,Churned
712,France,Female,31,7,0,2,2,No Credit Card,170333.38,Churned
748,France,Male,40,0,0,1,1,No Credit Card,60416.76,Churned
724,France,Male,28,9,0,2,2,Has Credit Card,100240.2,Churned
691,France,Male,50,6,136953.47,1,1,Has Credit Card,2704.98,Churned
563,France,Male,33,8,0,2,2,Has Credit Card,68815.05,Churned
741,France,Male,32,5,0,1,1,Has Credit Card,64839.23,Churned
778,France,Male,44,8,123863.64,1,1,No Credit Card,144494.94,Churned
848,Spain,Male,22,7,120811.89,1,1,Has Credit Card,185510.34,Churned
634,Germany,Male,38,2,148430.55,1,1,Has Credit Card,56055.72,Churned
505,Germany,Male,40,6,47869.69,2,2,Has Credit Card,155061.97,Churned
692,Germany,Male,53,7,150926.99,2,2,No Credit Card,119817.19,Churned
537,Germany,Female,47,6,103163.35,1,1,No Credit Card,16259.64,Stayed
633,France,Male,29,10,130206.28,1,1,No Credit Card,184654.87,Churned
833,France,Female,28,4,136674.51,2,2,No Credit Card,5278.78,Churned
592,Spain,Female,40,2,200322.45,1,1,Has Credit Card,113244.73,Churned
587,Spain,Male,48,1,0,2,2,Has Credit Card,8908,Churned
550,Spain,Male,62,7,80927.56,1,1,Has Credit Card,64490.67,Churned
680,France,Female,24,10,0,3,3,No Credit Card,154971.63,Stayed
622,Spain,Female,41,9,0,2,2,Has Credit Card,155786.39,Churned
594,Germany,Male,28,0,142574.71,2,2,No Credit Card,129084.82,Churned
643,Germany,Female,34,7,160426.07,1,1,Has Credit Card,188533.11,Churned
540,France,Male,25,5,116160.23,1,1,No Credit Card,13411.67,Churned
635,Spain,Female,34,5,98683.47,2,2,No Credit Card,15733.19,Churned
657,France,Male,32,3,118829.03,2,2,Has Credit Card,73127.61,Churned
814,France,Male,31,1,118870.92,1,1,No Credit Card,101704.19,Churned
600,France,Male,32,1,0,1,1,Has Credit Card,101986.16,Churned
682,France,Female,46,2,0,1,1,Has Credit Card,114442.66,Churned
682,France,Male,38,4,107192.38,1,1,Has Credit Card,15669.17,Churned
566,France,Male,42,3,108010.78,1,1,Has Credit Card,157486.1,Churned
550,Spain,Male,34,3,0,2,2,No Credit Card,131281.28,Churned
630,France,Male,26,7,129837.72,2,2,Has Credit Card,197001.15,Churned
546,Germany,Female,58,3,106458.31,4,4,No Credit Card,128881.87,Stayed
486,France,Male,63,9,97009.15,1,1,Has Credit Card,85101,Churned
762,Spain,Male,35,9,122929.42,2,2,No Credit Card,149822.04,Churned
692,Germany,Male,45,6,152296.83,4,4,Has Credit Card,108040.86,Stayed
498,France,Female,30,1,0,2,2,No Credit Card,135795.53,Churned
850,Spain,Male,49,8,0,1,1,No Credit Card,25867.67,Stayed
603,France,Male,35,6,128993.76,2,2,No Credit Card,130483.56,Churned
551,France,Female,36,5,0,1,1,No Credit Card,183479.12,Churned
627,Germany,Male,27,0,185267.45,2,2,Has Credit Card,77027.34,Churned
515,France,Female,28,9,0,2,2,No Credit Card,94141.75,Churned
605,Spain,Female,29,3,116805.82,1,1,No Credit Card,4092.75,Churned
567,Germany,Male,29,5,129750.68,1,1,No Credit Card,109257.59,Churned
568,Germany,Female,29,2,129177.01,2,2,Has Credit Card,104617.99,Churned
571,Germany,Male,25,6,82506.72,2,2,No Credit Card,167705.07,Churned
634,Germany,Male,48,2,107247.69,1,1,Has Credit Card,103712.05,Stayed
768,Spain,Female,42,3,0,1,1,No Credit Card,161242.99,Stayed
554,Germany,Female,36,3,157780.93,2,2,No Credit Card,6089.13,Churned
629,France,Male,35,1,172170.36,1,1,Has Credit Card,159777.37,Churned
638,Spain,Male,48,2,0,2,2,Has Credit Card,7919.08,Churned
576,France,Male,41,1,0,1,1,Has Credit Card,188274.6,Churned
661,Spain,Female,42,9,75361.44,1,1,No Credit Card,27608.12,Stayed
592,France,Female,27,4,0,2,2,Has Credit Card,183569.25,Churned
702,Spain,Male,30,2,0,2,2,Has Credit Card,145537.32,Churned
647,France,Female,29,0,98263.46,2,2,No Credit Card,164717.95,Churned
593,France,Male,43,9,0,2,2,Has Credit Card,76357.43,Churned
712,Germany,Female,40,3,109308.79,2,2,No Credit Card,120158.72,Stayed
625,Spain,Female,31,8,0,2,2,No Credit Card,151843.54,Churned
538,Germany,Female,28,6,164365.44,1,1,Has Credit Card,5698.97,Churned
637,Spain,Female,22,5,98800,1,1,No Credit Card,122865.55,Churned
632,France,Male,27,4,193125.85,1,1,Has Credit Card,152665.85,Churned
736,France,Male,27,5,51522.75,1,1,Has Credit Card,192131.77,Churned
755,France,Male,23,5,84284.48,2,2,Has Credit Card,62851.6,Churned
425,Spain,Female,39,5,0,2,2,No Credit Card,140941.47,Churned
461,France,Male,51,9,119889.84,1,1,No Credit Card,56767.67,Stayed
745,France,Male,21,4,137910.45,1,1,Has Credit Card,177235.23,Churned
616,France,Female,37,6,0,2,2,No Credit Card,86242.18,Churned
587,France,Male,33,5,100116.82,1,1,No Credit Card,34215.58,Churned
850,Germany,Male,40,4,166082.15,2,2,Has Credit Card,44406.17,Churned
601,France,Female,38,0,0,2,2,No Credit Card,165196.65,Churned
730,Spain,Male,26,3,0,1,1,No Credit Card,34542.41,Churned
532,France,Male,44,3,148595.55,1,1,No Credit Card,74838.64,Stayed
850,Germany,Male,53,2,94078.97,2,2,No Credit Card,36980.54,Churned
779,Spain,Female,34,5,0,2,2,Has Credit Card,111676.63,Churned
562,France,Male,29,9,0,1,1,Has Credit Card,25858.68,Churned
670,Germany,Male,40,2,164948.98,3,3,No Credit Card,177028,Stayed
729,France,Female,62,4,140549.4,1,1,No Credit Card,30990.16,Stayed
767,France,Female,44,2,152509.25,1,1,Has Credit Card,136915.15,Churned
742,France,Female,28,2,191864.51,1,1,No Credit Card,108457.99,Stayed
669,France,Female,44,8,96418.09,1,1,No Credit Card,131609.48,Stayed
542,Spain,Male,32,2,131945.94,1,1,Has Credit Card,159737.56,Churned
586,France,Male,29,3,0,2,2,Has Credit Card,142238.54,Churned
612,Germany,Male,30,9,142910.15,1,1,No Credit Card,105890.55,Stayed
740,France,Female,37,7,0,2,2,Has Credit Card,194270.91,Churned
584,France,Male,35,3,146311.58,1,1,Has Credit Card,105443.47,Churned
524,France,Male,52,2,87894.26,1,1,No Credit Card,173899.42,Stayed
614,France,Female,19,5,97445.49,2,2,No Credit Card,122823.34,Churned
598,France,Female,64,9,0,1,1,Has Credit Card,13181.37,Stayed
799,Spain,Male,35,7,0,2,2,Has Credit Card,140780.8,Churned
724,France,Male,34,2,154485.74,2,2,No Credit Card,78560.64,Churned
601,France,Male,50,2,115625.07,1,1,No Credit Card,185855.21,Churned
804,France,Male,25,7,108396.67,1,1,No Credit Card,128276.95,Churned
745,Germany,Male,38,5,65095.41,2,2,Has Credit Card,140197.42,Churned
667,Germany,Male,43,1,103018.45,1,1,No Credit Card,32462.39,Stayed
518,France,Female,38,10,84764.79,1,1,Has Credit Card,162253.9,Churned
819,France,Female,38,10,0,2,2,No Credit Card,30498.7,Churned
520,Spain,Female,35,4,115680.81,1,1,Has Credit Card,90280.7,Churned
625,France,Female,39,5,0,2,2,No Credit Card,32615.21,Churned
673,Germany,Male,36,5,73088.06,2,2,No Credit Card,196142.26,Churned
656,Germany,Female,27,3,150905.03,2,2,No Credit Card,16998.72,Churned
850,Spain,Female,23,9,143054.85,1,1,Has Credit Card,62980.96,Churned
574,Spain,Female,28,7,0,2,2,No Credit Card,185660.3,Churned
679,France,Male,60,6,0,2,2,Has Credit Card,77331.77,Churned
530,Germany,Female,42,0,99948.45,1,1,Has Credit Card,97338.62,Churned
508,France,Male,44,3,115451.05,2,2,No Credit Card,67234.33,Churned
558,Germany,Male,32,4,108235.91,1,1,Has Credit Card,143783.28,Churned
414,France,Male,38,8,0,1,1,Has Credit Card,77661.12,Stayed
648,Spain,Male,42,2,98795.61,2,2,No Credit Card,89123.99,Churned
721,France,Female,37,1,0,2,2,No Credit Card,70810.8,Churned
751,France,Male,31,8,0,2,2,No Credit Card,17550.49,Churned
662,France,Male,34,2,0,2,2,Has Credit Card,21497.27,Churned
628,Germany,Male,29,3,113146.98,2,2,Has Credit Card,124749.08,Churned
597,Germany,Female,39,8,162532.14,3,3,No Credit Card,36051.46,Stayed
698,Spain,Female,40,0,92053.44,1,1,Has Credit Card,143681.83,Churned
